283	473
284	428
284	462
284	463
284	508
285	333
285	366
285	391
285	414
286	243
286	365
287	190
287	398
287	483
287	503
288	154
288	177
288	202
288	416
289	352
289	370
289	480
289	481
290	74
290	76
290	196
290	242
291	175
291	382
291	438
291	479
292	4
292	9
292	73
292	233
293	65
293	181
293	201
293	261
294	302
294	367
294	406
294	425
295	168
295	309
295	310
295	401
296	62
296	180
296	262
296	264
297	77
297	216
297	315
298	127
298	142
298	144
298	501
299	132
299	179
299	371
299	477
300	279
300	351
300	436
300	496
301	412
301	427
301	451
301	465
302	294
302	367
302	406
302	425
303	363
303	404
303	441
303	470
304	111
304	197
304	217
304	281
305	228
305	373
305	399
305	457
306	153
306	162
306	268
306	389
307	75
307	356
307	460
307	504
308	2
308	19
308	82
308	384
309	295
309	310
309	401
310	168
310	295
310	309
310	401
311	58
311	255
311	437
311	490
312	224
312	375
312	407
312	409
313	47
313	107
313	190
313	346
314	139
314	205
314	231
314	266
315	62
315	121
315	216
315	297
316	40
316	136
316	230
316	441
317	362
317	459
317	486
317	499
318	349
318	447
318	452
318	498
319	228
319	373
319	399
319	457
320	325
320	375
320	388
320	485
321	204
321	208
321	266
321	327
322	26
322	46
322	234
322	512
323	95
323	277
323	343
323	443
324	42
324	246
324	249
324	492
325	71
325	203
325	244
325	320
326	260
326	358
326	418
326	509
327	204
327	208
327	266
327	321
328	257
328	386
328	434
328	461
329	52
329	109
329	331
329	341
330	103
330	195
330	235
330	269
331	46
331	52
331	109
331	329
332	49
332	251
332	410
332	455
333	272
333	285
333	366
333	414
334	103
334	195
334	269
334	336
335	14
335	79
335	350
335	496
336	334
336	421
336	488
336	491
337	344
337	413
337	417
337	458
338	348
338	402
338	450
338	495
339	223
339	273
339	394
339	488
340	85
340	147
340	242
340	489
341	1
341	97
341	133
341	329
342	44
342	149
342	275
342	355
343	54
343	277
343	323
343	443
344	337
344	354
344	413
344	458
345	176
345	454
345	474
345	511
346	47
346	107
346	190
346	313
347	272
347	366
347	391
347	414
348	338
348	402
348	450
348	495
349	318
349	447
349	452
349	498
350	14
350	23
350	88
350	335
351	36
351	279
351	300
351	377
351	436
352	271
352	289
352	370
352	480
352	481
353	92
353	260
353	263
353	418
353	423
354	72
354	344
354	413
354	417
354	458
355	44
355	149
355	275
355	342
355	361
356	87
356	145
356	261
356	307
356	487
357	42
357	108
357	246
357	249
357	492
358	104
358	326
358	418
358	423
358	509
359	187
359	408
359	448
359	489
359	500
360	170
360	380
360	464
360	467
360	493
361	64
361	102
361	355
361	369
361	475
362	165
362	317
362	468
362	486
362	499
363	104
363	303
363	404
363	502
363	507
364	171
364	393
364	439
364	446
364	484
365	172
365	176
365	243
365	286
365	437
366	285
366	333
366	347
366	391
366	414
367	60
367	294
367	302
367	406
367	425
368	24
368	28
368	143
368	240
368	475
369	64
369	102
369	114
369	361
369	475
370	271
370	289
370	352
370	396
370	480
371	125
371	141
371	179
371	299
371	477
372	101
372	153
372	268
372	383
372	389
373	207
373	305
373	319
373	399
373	457
374	37
374	38
374	110
374	134
374	445
375	312
375	320
375	388
375	407
375	409
376	89
376	252
376	273
376	276
376	419
377	36
377	351
377	436
377	492
377	496
378	135
378	256
378	381
378	449
378	510
379	18
379	105
379	137
379	392
379	473
380	360
380	464
380	467
380	469
380	499
381	106
381	378
381	449
381	467
381	510
382	39
382	81
382	291
382	411
382	479
383	52
383	101
383	268
383	372
383	389
384	138
384	198
384	210
384	211
384	308
385	152
385	248
385	396
385	403
385	494
386	328
386	433
386	434
386	461
386	509
387	99
387	130
387	183
387	198
387	512
388	146
388	320
388	375
388	409
388	485
389	162
389	214
389	306
389	372
389	383
390	150
390	154
390	177
390	202
390	416
391	111
391	272
391	285
391	347
391	366
392	18
392	105
392	137
392	199
392	379
393	59
393	166
393	364
393	446
393	484
394	206
394	339
394	421
394	488
394	491
395	148
395	283
395	435
395	472
395	473
396	108
396	370
396	385
396	403
396	494
397	247
397	253
397	420
397	427
397	506
398	66
398	157
398	287
398	483
398	503
399	207
399	305
399	319
399	373
399	457
400	27
400	456
400	482
400	501
400	505
401	83
401	168
401	295
401	309
401	310
402	338
402	348
402	432
402	450
402	466
403	112
403	248
403	385
403	396
403	494
404	50
404	303
404	363
404	502
404	507
405	132
405	185
405	213
405	219
405	476
406	60
406	294
406	302
406	367
406	425
407	224
407	312
407	375
407	409
407	485
408	359
408	448
408	489
408	500
409	312
409	375
409	388
409	407
409	485
410	16
410	189
410	251
410	332
410	455
411	57
411	193
411	382
411	438
411	479
412	301
412	442
412	451
412	465
412	504
413	337
413	344
413	354
413	417
413	458
414	272
414	285
414	333
414	347
414	366
415	205
415	456
415	482
415	501
415	505
416	177
416	202
416	288
416	390
416	422
417	72
417	337
417	354
417	413
417	458
418	92
418	326
418	353
418	358
418	509
419	90
419	258
419	273
419	276
419	376
420	247
420	253
420	397
420	427
420	506
421	336
421	394
421	461
421	488
421	491
422	200
422	221
422	416
422	440
422	470
423	45
423	92
423	353
423	358
423	509
424	61
424	170
424	464
424	469
424	493
425	60
425	294
425	302
425	367
425	406
426	220
426	254
426	282
426	453
426	497
427	253
427	301
427	397
427	420
427	506
428	284
428	439
428	462
428	463
428	508
429	5
429	280
429	444
429	471
429	500
430	73
430	117
430	159
430	278
430	476
431	18
431	68
431	69
431	226
431	267
432	87
432	167
432	402
432	466
432	495
433	67
433	209
433	386
433	434
433	461
434	67
434	209
434	328
434	386
434	433
435	112
435	283
435	395
435	472
435	473
436	279
436	300
436	351
436	377
436	496
437	12
437	255
437	311
437	365
437	490
438	90
438	193
438	291
438	411
438	479
439	33
439	364
439	428
439	462
439	508
440	120
440	200
440	221
440	422
440	470
441	80
441	303
441	316
441	502
441	507
442	140
442	412
442	451
442	465
442	472
443	54
443	95
443	277
443	323
443	343
444	11
444	69
444	280
444	429
444	471
445	37
445	38
445	110
445	134
445	374
446	171
446	191
446	364
446	393
446	484
447	8
447	318
447	349
447	452
447	498
448	213
448	359
448	408
448	489
448	500
449	106
449	135
449	256
449	378
449	381
449	510
450	160
450	338
450	348
450	402
450	466
450	495
451	140
451	146
451	301
451	412
451	442
451	465
452	8
452	318
452	349
452	447
452	487
452	498
453	198
453	220
453	254
453	282
453	426
453	497
454	48
454	94
454	113
454	345
454	474
454	511
455	16
455	189
455	251
455	332
455	410
455	491
456	27
456	173
456	400
456	415
456	501
456	505
457	207
457	228
457	305
457	319
457	373
457	399
458	72
458	337
458	344
458	354
458	413
458	417
459	22
459	118
459	317
459	468
459	486
459	499
460	87
460	145
460	307
460	484
460	487
460	504
461	67
461	209
461	328
461	386
461	421
461	433
462	33
462	284
462	428
462	439
462	463
462	508
463	91
463	230
463	284
463	428
463	462
463	508
464	360
464	380
464	424
464	467
464	469
464	493
465	140
465	146
465	301
465	412
465	442
465	451
466	167
466	402
466	432
466	450
466	495
466	503
467	360
467	380
467	381
467	464
467	469
467	493
468	22
468	79
468	362
468	459
468	486
468	499
469	53
469	380
469	424
469	464
469	467
469	493
470	120
470	200
470	221
470	303
470	422
470	440
471	5
471	7
471	11
471	280
471	429
471	444
472	148
472	214
472	283
472	395
472	435
472	442
473	45
473	148
473	283
473	379
473	395
473	435
474	48
474	94
474	113
474	345
474	454
474	511
475	64
475	102
475	114
475	361
475	368
475	369
476	73
476	117
476	159
476	278
476	405
476	430
477	125
477	141
477	152
477	179
477	299
477	371
478	15
478	54
478	81
478	131
478	151
478	218
479	39
479	193
479	291
479	382
479	411
479	438
480	55
480	271
480	289
480	352
480	370
480	481
481	55
481	201
481	271
481	289
481	352
481	480
482	27
482	173
482	400
482	415
482	501
482	505
483	66
483	157
483	287
483	398
483	503
483	504
484	171
484	191
484	364
484	393
484	446
484	460
485	196
485	224
485	320
485	388
485	407
485	409
486	22
486	317
486	362
486	459
486	468
486	499
487	75
487	145
487	356
487	452
487	460
487	504
488	204
488	336
488	339
488	394
488	421
488	491
489	187
489	340
489	359
489	408
489	448
489	500
490	58
490	98
490	255
490	274
490	311
490	437
491	223
491	336
491	394
491	421
491	455
491	488
492	42
492	246
492	249
492	324
492	357
492	377
493	170
493	360
493	424
493	464
493	467
493	469
494	112
494	152
494	248
494	385
494	396
494	403
495	167
495	338
495	348
495	432
495	450
495	466
496	36
496	279
496	300
496	335
496	377
496	436
497	220
497	240
497	254
497	282
497	426
497	453
498	8
498	318
498	349
498	447
498	452
498	506
499	317
499	362
499	380
499	459
499	468
499	486
500	187
500	359
500	408
500	429
500	448
500	489
501	298
501	400
501	415
501	456
501	482
501	505
502	55
502	104
502	363
502	404
502	441
502	507
503	66
503	157
503	287
503	398
503	466
503	483
504	75
504	307
504	412
504	460
504	483
504	487
505	173
505	400
505	415
505	456
505	482
505	501
506	247
506	253
506	397
506	420
506	427
506	498
507	80
507	223
507	363
507	404
507	441
507	502
508	91
508	284
508	428
508	439
508	462
508	463
509	260
509	326
509	358
509	386
509	418
509	423
510	96
510	135
510	256
510	378
510	381
510	449
511	39
511	48
511	257
511	345
511	454
511	474
512	20
512	99
512	130
512	183
512	322
512	387
